0.0019263,-5.4973
1.138,-1.1432
0.046369,-7.3216
2.8647,-2.6813
-2.4447,5.8098
1.2166,-4.8975
-1.1673,0.00045729
-1.7948,-0.3032
-0.4974,-0.57172
-1.9728,0.64601
-2.1637,4.2961
0.67454,-5.759
-0.12371,-3.5967
-1.7549,3.5489
0.79201,-3.7892
1.7038,-3.2811
-0.2663,-2.0337
-0.37575,-0.8921
-2.5917,7.7155
0.25099,-5.0813
2.9419,-8.8154
-1.8974,7.5365
-0.43253,2.6499
-0.2067,-3.4066
3.3867,0.34424
5.2826,-14.627
0.49227,2.961
-2.123,7.6585
-0.098082,2.9936
-1.532,5.6441
-0.54937,6.3157
-0.76477,-2.6465
-1.245,-4.7234
2.2421,-0.83403
-5.5169,9.3851
2.0624,-0.085993
0.29323,-1.972
-0.78319,0.55273
1.7464,-0.077163
-0.66039,-2.626
1.7243,-1.4336
1.1049,2.4018
0.67046,-2.2884
-1.337,-0.94198
1.8378,-5.5653
-0.028805,4.2151
-2.1315,3.1994
-1.6323,-6.5801
-1.5726,5.0486
1.5719,-5.1181
-1.4657,4.3955
1.2381,0.59342
-0.46083,4.239
-2.479,-2.6883
-2.0644,1.1678
0.59406,-1.8244
2.373,-1.7285
-0.9841,-3.7681
0.23878,-0.19031
-1.3877,4.3007
1.3966,-1.319
0.22667,2.5951
1.8514,-1.5241
0.97459,-1.4084
-1.8143,0.87726
-3.2135,1.197
-1.5964,2.8577
1.4905,-0.93448
3.0055,-1.5002
2.7129,-0.73151
0.93359,0.086137
0.24261,-0.29305
-3.0497,5.5595
0.16802,0.23555
-1.9242,6.7051
4.5674,-1.0986
-2.6731,1.6049
-2.7252,5.7354
-3.5791,0.65313
0.62466,-7.365
0.028052,7.7387
-4.0112,8.925
2.177,6.3215
-1.1443,1.8098
-1.0529,-4.426
-1.0219,-2.8225
-0.69501,-5.9272
-0.94496,-6.8995
-2.2828,4.2553
2.2007,-4.4096
-0.10228,3.8721
0.15906,-2.1003
-5.0687,4.5633
-1.0043,4.2254
0.1495,0.91053
1.0439,2.8844
0.90097,1.3005
-2.7757,-3.6531
-2.7412,4.9316
1.3764,1.1906
-4.8332,1.6817
-0.61909,-0.36106
-1.9692,4.7779
-1.6832,-0.3491
-0.12156,-4.1975
-3.901,6.6774
-1.0367,-3.5945
-3.9969,5.9382
-0.23022,0.47929
-0.57505,2.7243
-2.8892,6.8726
-1.6101,7.9109
-0.66188,-1.329
3.4234,-1.356
3.119,-0.5021
-0.070232,-2.607
-0.69762,-1.1138
-0.12423,-2.6596
-0.096446,-0.50081
-0.69632,-2.1423
0.060524,7.2206
-0.89107,-4.9076
-2.0431,0.58371
0.9839,-2.1424
-0.64033,-0.031306
1.0854,-2.6768
-1.4255,4.8988
-3.0021,4.5532
0.34554,0.80107
-0.18296,-0.24861
-1.1942,8.8322
-0.75839,-2.4253
1.1682,-0.034179
2.9502,-2.2272
-1.1266,-1.0081
3.3622,-2.8744
1.2593,-3.088
2.2625,-0.44146
-0.55204,-0.50608
4.704,-4.7306
-0.31038,4.231
-0.2703,3.3212
-4.8231,9.6772
1.7432,-0.16993
2.8204,-2.5397
0.4585,-6.903
-0.61122,-3.1858
0.053907,0.5103
3.9945,-5.5905
-0.80039,7.8267
-1.5974,-0.25381
0.28976,6.2572
1.3648,-4.1392
-3.0171,8.259
2.1143,3.0298
0.81633,-2.0128
0.28038,0.1233
-0.56967,-2.0505
3.6904,-5.3441
0.33339,-4.841
-4.7761,6.064
-2.5639,6.1302
-2.6007,-0.90519
0.26255,-3.3265
1.7551,5.0692
-0.60213,0.45065
1.6614,-2.5824
2.3169,1.156
0.50562,-1.8595
-1.7646,5.1868
-0.79792,0.79209
-0.24536,-0.43677
5.2019,-4.0839
-0.58831,-3.3036
-5.3461,6.4545
-1.911,7.7604
2.0589,-1.1119
-0.92314,0.3317
-0.58436,-4.7645
3.6354,-10.306
2.0713,-4.233
-3.7354,1.3769
-0.87875,6.6469
-1.9278,2.3112
5.4047,-8.8883
1.6505,-1.8066
-0.24058,1.286
-0.68336,-2.3538
-1.4819,4.8428
-2.688,0.063285
-1.7454,3.6176
-1.5654,7.1567
2.3644,0.20119
-1.6184,2.3367
2.3524,-2.8931
-0.49658,-3.3005
2.4262,-4.0183
2.0193,0.88619
-0.71235,-0.42387
1.7447,-4.9698
-1.1129,1.5344
-0.88868,-0.21115
-0.15516,2.9612
4.8488,0.04397
0.27384,3.8089
0.026838,3.8279
0.92479,-2.1055
0.21698,-4.0484
-2.2281,-2.0414
-0.87475,4.5137
2.1632,0.77245
-0.49287,-3.014
-0.66458,4.5987
-1.7438,6.4379
4.083,-6.4478
-1.6905,3.7058
1.0545,5.1575
0.521,-1.7044
1.3374,1.2524
-0.22167,-5.512
-0.84557,-0.67377
-0.91655,-4.5709
0.080934,-5.3994
-2.1878,9.8883
0.01662,-1.2079
-1.9551,1.8987
2.3767,-0.1684
-0.38272,-1.0439
-1.2832,5.9121
-4.4946,8.8704
0.49183,-3.0555
1.1521,-0.95121
-2.5113,3.6127
1.9233,-6.08
1.1517,-5.5707
-1.0602,-2.1971
1.3049,1.1734
0.14381,0.91982
-0.81466,-2.9297
0.72943,-5.6287
0.51292,0.19904
-3.9262,2.4656
-3.5297,8.7976
0.75327,-1.5357
1.0994,-3.0567
1.4774,-3.652
-2.3931,6.5458
2.5118,-6.6381
-1.1713,1.5213
1.2504,-1.194
-1.4857,-3.2709
4.5852,-5.0961
-3.338,9.1648
-0.026541,-3.4925
-0.92509,-1.3217
-1.949,0.40729
0.21962,7.1421
-0.80781,-3.4481
-0.19115,-1.0066
-1.3116,6.3388
1.8035,-2.2068
3.5676,0.27859
0.20039,-0.24184
-2.5615,1.3627
6.476,-7.2056
1.3028,-8.6286
-1.7976,2.9411
-3.544,6.3735
-4.4937,3.9292
0.21591,0.14368
-0.040399,-0.099066
4.6853,-7.0894
-2.0318,3.6661
0.36493,1.8906
4.6256,-6.4284
0.96133,-0.24751
0.35338,0.30073
1.6268,-4.7513
-1.8538,7.1923
2.748,-7.067
2.0904,-9.6241
0.4065,-6.9187
-0.62437,3.1187
-0.38464,1.1952
1.9737,0.98322
-1.8888,-5.4339
-1.8358,1.4766
-2.2475,1.1883
-0.21504,4.0577
-1.0508,0.64755
0.19929,1.0415
2.2256,2.71
0.63757,2.3906
0.54671,-2.9152
-2.3063,2.0299
3.0707,2.2016
-1.2326,2.2497
-1.9659,2.1047
2.5018,1.3583
-2.2403,2.0423
-1.4187,0.5525
-0.73127,-0.64326
-1.6788,7.958
1.5384,-1.7457
-1.0233,-0.83471
1.7272,-4.3713
-0.9885,-1.6251
-5.6321,8.2797
0.82033,-1.7912
-0.48583,3.9623
4.3554,-5.5966
-0.18494,-0.73824
3.5663,-5.3343
3.3332,-1.8847
-0.62157,-2.7609
1.7609,-1.5978
1.8452,-2.4732
-1.7273,2.784
0.92895,-1.5834
-0.8125,-5.0423
0.76992,-1.9598
0.48714,-1.6954
2.7069,-2.5768
1.4584,-5.0034
2.1152,1.6008
-1.0509,-2.3655
-6.0951,2.0624
3.8789,-3.5801
0.81779,3.4313
2.0711,-0.30856
-0.56189,-2.5707
-3.0569,3.9279
-2.0965,3.1942
0.92506,-4.816
0.9028,-2.4065
-0.88109,0.80658
0.94476,3.9272
-1.7311,4.4821
0.89154,-2.252
-5.1457,5.9882
1.1846,-1.8114
1.926,-5.3638
-1.3654,2.4126
-1.8425,2.8215
-0.42863,-0.49303
-3.6428,4.8841
1.5124,-4.386
-5.5318,1.7033
0.5695,3.0892
0.87412,-0.0721
-1.0227,3.2776
0.13341,2.7347
0.6947,-6.919
-1.6435,4.2563
1.3851,2.0054
-0.32318,-2.6282
1.9104,-4.0403
-0.58176,-1.6389
-2.1812,2.9964
2.3749,-5.0429
3.1564,-4.3051
1.1902,2.8339
-0.53302,-3.7399
7.1299,-13.346
3.0807,-8.622
1.7058,-1.7967
0.16462,2.1128
-0.69012,-0.44597
-1.7763,-0.6583
2.2959,-1.2356
3.0701,-9.635
-0.39731,-1.3236
0.71073,-2.8289
-4.8928,8.1471
-1.1156,2.1867
-0.95651,1.6469
-2.0434,3.8573
0.78697,-0.25298
-1.777,1.6905
0.77849,2.126
2.4168,-5.3396
-1.3979,2.1651
-1.9106,2.5903
0.2988,-3.4231
1.5294,1.618
1.982,-2.9007
1.0569,1.5867
-1.034,-0.67139
1.6264,-7.6897
-7.5431,5.4031
1.0478,1.4198
3.0141,-1.1551
-1.4302,1.6686
-1.1361,-2.3065
1.1037,-0.42577
-2.9622,3.488
-0.20084,0.55088
1.4033,-0.30484
-1.1938,-5.6061
3.5673,-5.5779
-2.3649,7.9394
1.3755,-5.84
2.9236,-5.7508
-1.8165,-0.59269
-1.605,3.2821
2.5289,-4.6902
1.6124,-2.0118
2.366,-4.2897
0.5585,-0.45719
0.51506,-1.1635
-1.3854,-3.4367
4.252,-5.7089
-2.7231,6.5495
-1.3275,0.87306
4.4775,-4.2077
3.2196,-2.9029
-2.525,-0.64013
4.2531,-1.8666
3.042,-2.0647
-2.752,2.0597
0.99775,-4.8848
-1.6486,2.357
2.3097,-4.1659
-2.0239,2.3007
0.10524,4.8037
0.45875,1.5664
-1.8239,1.3338
0.82985,-2.2381
-1.1839,-1.2656
-3.0638,2.9777
-4.4154,9.2921
3.3059,-2.5789
-1.2052,-1.4436
2.4093,-4.426
0.68289,-9.2787
-1.4491,3.5659
-0.46637,-3.5047
-0.28643,2.697
-0.33639,0.9576
0.7768,-2.7523
3.9151,0.23097
-5.3275,5.814
-0.24698,-1.4809
0.075431,-2.1321
-1.5938,-1.5633
-0.94001,-3.8031
-0.9041,2.8678
-1.2479,3.0685
0.19667,3.9197
2.5914,-3.337
1.2534,-2.8242
0.67927,-9.2289
1.7459,-3.4898
-2.9194,0.91222
0.21242,-5.0864
0.49791,4.5382
-0.59619,2.9243
-4.9679,5.5109
-0.28695,-1.9574
0.080042,-0.58844
0.58535,-0.52368
0.53017,-1.8299
3.0879,-6.383
-0.066496,1.0112
0.95913,-0.041947
4.6188,-1.4085
1.1537,3.2729
-1.1002,0.9328
-0.18972,-1.5753
-0.72444,-0.47754
-2.6969,11.627
1.5679,0.30279
3.6366,-4.8817
-2.6574,5.022
-1.5491,2.3254
-3.247,7.6264
2.76,-0.34277
3.1707,-2.8776
0.49202,-0.21555
-1.5927,4.472
-1.0384,-2.7071
-4.4433,2.9584
-0.25069,3.4645
2.4804,-3.9563
2.3183,-2.7115
1.2598,-4.4043
0.66909,-0.30118
0.86869,4.9798
-0.17531,-3.1546
-1.003,10.999
1.5859,-2.5912
-1.5351,1.3425
-0.35411,-5.4644
-2.0056,-2.5944
1.3641,-4.5052
0.20493,-1.8364
0.64921,-7.8474
1.1327,3.824
-1.1177,5.2473
1.0329,0.21591
-1.5285,2.9615
4.5071,-8.9497
5.9404,-6.3196
-1.4877,1.8396
-0.68204,1.7624
0.21423,4.4875
0.2916,3.0513
-4.5227,0.79623
-2.2659,3.111
1.2554,-4.355
-0.0086575,0.66211
-1.7447,-1.3663
-1.2313,2.8144
0.90967,-1.9782
-4.1464,2.6202
-0.43087,1.512
-3.2465,0.2446
-2.7221,-5.0703
-3.7255,4.6939
1.6941,-4.8029
-0.15273,3.6066
0.31018,0.42381
-5.3862,-0.22768
0.69438,-1.4759
1.4681,-4.3836
1.4852,-4.9752
1.7926,0.7688
1.3036,-1.9411
5.4838,-7.5131
1.6686,-2.1537
-1.8367,1.5775
1.9806,-0.60171
2.8742,-2.0708
-0.7036,-0.60746
3.6368,-5.4202
1.5749,4.0263
-1.8092,2.594
2.1005,1.8927
0.84254,-3.1585
0.74956,-4.7266
-2.0156,-1.6803
-1.2485,-0.18821
-2.4892,-2.5503
-1.5852,4.869
3.1932,0.42908
1.9176,-6.7904
0.43066,-5.4856
3.6818,-12.199
1.043,-1.0994
1.3256,-4.191
-0.18065,1.0185
-2.6388,2.8152
-2.9675,7.5233
2.5608,-1.3821
-0.48796,1.8891
0.75602,-0.39005
0.39772,-1.5052
-0.18589,-2.5392
2.1047,-5.6335
-3.1217,6.7261
-2.2195,-0.076081
1.4007,-0.78057
-1.6511,4.6636
0.17823,-4.4538
2.9631,-4.1032
0.59747,5.8918
-0.84483,-0.59637
-0.19272,0.39808
-1.6664,-0.99007
-2.7053,1.8068
-0.61542,-0.18267
-3.2897,4.6615
1.5077,1.7582
